tanth          M1coeff        M2coeff        lam1           lam2           lam3           lam4           lam5           m3             m5             mH             vDelta         vphi           mu2sq          mu3sq          
0.00444        10.24206       -18.60136      0.03236        0.49664        0.12915        0.12152        -0.02234       633.02721      631.88215      633.59712      0.38672        246.21757      -7842.72674    339779.22032   
0.0044         9.76327        11.67055       0.03235        1.0951         0.2914         0.00888        -0.85058       600.2095       555.63808      621.29187      0.38332        246.21761      -7841.10535    201711.97026   
0.00019        0.30482        -10.83505      0.03235        1.26004        0.10116        0.2496         1.46672        567.70584      641.25393      527.09731      0.01663        246.22         -7843.7793     213970.20165   
0.01071        16.61992       18.86787       0.03237        0.86175        1.34736        -0.42205       -0.96752       490.69559      426.99715      519.59745      0.93256        246.20587      -7831.42609    107061.61028   
0.00906        10.46893       12.23766       0.03235        1.18723        0.10873        0.20533        -1.65706       388.41187      224.76203      448.35614      0.78903        246.20989      -7839.54419    -43255.51634   
0.00761        0.26226        20.68128       0.03235        0.33199        0.6697         -0.1802        0.74017        168.62772      271.05373      76.9159        0.66256        246.21287      -7842.91895    10699.50747    
0.00811        4.22414        -19.83119      0.03235        0.64077        0.95361        -0.31465       -0.63531       267.3034       181.02366      301.30985      0.70579        246.21191      -7842.60061    -25581.27438   
0.00611        16.43837       -27.96331      0.03239        0.89653        -0.57134       0.58489        0.64418        698.67671      725.94955      684.62889      0.53165        246.21541      -7841.4754     398867.21692   
0.00832        21.80319       -9.8939        0.03244        0.0361         -1.19567       1.3047         -0.10068       673.07406      668.43327      675.38892      0.72454        246.21147      -7843.77987    445520.20518   
0.00998        18.09201       29.82295       0.03235        1.55372        0.29272        -0.07768       -2.97065       474.95344      213.99853      561.64259      0.86876        246.20774      -7834.66304    -52691.80553   
0.00015        0.3525         -10.20134      0.03235        0.97386        0.25712        -0.06139       1.18476        664.89837      716.87757      637.32098      0.01315        246.22         -7843.78037    359922.50382   
0.00687        2.98708        1.49184        0.03237        -0.0864        0.28184        0.31643        0.28707        290.44704      319.01349      275.07279      0.59838        246.21418      -7846.94102    103535.76558   
0.00381        7.2473         -14.88296      0.03236        0.62008        0.44932        -0.03515       0.58095        590.36598      619.4249       575.28527      0.33192        246.21821      -7843.31877    290923.99127   
0.00234        2.98569        9.75467        0.03235        1.61118        -0.03431       0.08604        1.38955        513.64262      589.99253      470.84594      0.2041         246.21932      -7843.34101    110607.00082   
0.0058         15.30919       -9.90036       0.0324         0.52388        -0.13609       0.54773        1.28026        706.18661      759.10131      678.1852       0.50453        246.21586      -7844.75847    473939.82025   
0.00246        5.80355        -22.52747      0.03235        0.79608        -0.33391       0.36434        -3.43905       554.20474      313.99747      641.41626      0.21381        246.21926      -7842.73934    106344.66315   
0.00577        2.00781        -8.10117       0.03237        1.7273         -0.17855       0.22224        0.74247        288.23336      357.82219      246.18691      0.50238        246.2159       -7850.32002    -103869.79484  
0.00192        4.44987        4.46931        0.03235        -0.01236       -0.34181       0.40906        -0.41282       624.88887      604.53844      634.81953      0.16735        246.21955      -7843.72736    379474.25525   
0.01125        14.61532       -17.6634       0.03235        1.27502        0.44653        -0.05842       -0.8603        447.26298      384.27355      475.60416      0.97961        246.20441      -7832.29263    19264.96491    
0.00449        12.07899       15.37769       0.03237        1.25009        0.12374        0.15177        1.82683        723.61474      796.50993      684.25914      0.39097        246.21752      -7843.11383    427448.89424   
0.0061         2.34007        -0.91414       0.03237        -0.00975       1.40046        -0.41462       0.5338         287.964        339.52547      258.36879      0.53139        246.21541      -7846.95219    100279.2305    
0.00535        13.7086        -9.13816       0.03239        1.05463        -0.58151       0.7763         2.39042        719.8632       814.27846      667.66871      0.46612        246.21647      -7844.72122    462749.05367   
0.00024        0.61057        -14.33864      0.03235        0.66755        -0.15453       0.18899        -0.39471       660.7001       642.33327      669.69463      0.02063        246.21999      -7843.77606    343618.82775   
0.00467        2.62922        5.07067        0.03235        0.17179        0.00526        0.34639        -0.80558       271.31336      157.47199      313.07666      0.4065         246.21732      -7842.90755    28373.84818    
0.0078         14.77121       -25.60261      0.03239        1.02998        0.73447        -0.22365       0.86987        596.85193      639.32528      574.42868      0.67868        246.21252      -7840.02226    257596.20394   
0.00829        1.05228        21.92933       0.03238        0.07757        0.14209        0.09307        0.2789         174.82491      218.30944      148.42267      0.72133        246.21155      -7849.58572    29704.55255    
0.00017        0.28459        -11.97066      0.03235        0.79133        -0.33157       0.51546        -2.3159        465.01087      275.37819      535.19723      0.01506        246.22         -7843.77768    50086.4895     
0.01049        12.94451       -8.60975       0.0324         0.04858        -0.90026       1.04454        -0.71913       439.26417      386.31518      463.47869      0.91356        246.20644      -7839.41623    165191.53448   
0.00592        8.45787        16.31422       0.03238        0.2225         -0.17138       0.63098        0.7074         519.69716      559.51796      498.60065      0.51555        246.21568      -7844.93595    264589.4969    
0.00874        23.73388       -8.08425       0.03242        0.57246        -0.39162       0.61536        -0.46982       677.2535       655.80588      687.71818      0.76063        246.2106       -7837.11618    374952.19935   
0.00198        5.22642        16.39548       0.03235        1.06853        -0.56476       0.63054        -3.85621       585.09951      329.53728      677.65263      0.17249        246.21952      -7843.02499    95910.13167    
0.0008         0.33294        -7.05661       0.03235        0.38           -1.23498       1.25417        -0.27548       252.67012      217.10692      268.69237      0.0699         246.21992      -7843.76228    9414.32587     
0.00614        15.89219       -1.50099       0.03236        1.30337        -0.3853        0.3884         -0.68075       655.6833       623.3983       671.23275      0.53459        246.21536      -7837.962      251238.66329   
0.00909        13.21557       -22.16553      0.03242        1.01116        0.93048        -0.25849       2.20411        565.56485      673.23313      503.16383      0.79152        246.20982      -7845.9573     263945.70484   
0.01131        23.68829       -21.67761      0.03239        0.33208        -0.60471       0.66987        -2.23429       544.93935      401.52861      603.98422      0.98447        246.20425      -7827.03861    188810.89248   
0.0059         15.57811       24.09666       0.03237        0.45447        -0.15625       0.15931        -2.01983       631.14305      525.38501      677.85447      0.51375        246.21571      -7838.77657    282076.4498    
0.00839        16.21374       -16.88265      0.03243        1.05879        -0.36681       0.41169        2.26621        636.42647      736.36828      580.03301      0.73061        246.21133      -7845.41985    345255.37341   
0.00921        6.67059        -12.08387      0.03238        0.42022        -0.74369       0.91098        0.67512        382.8577       432.86571      355.23071      0.80164        246.20956      -7843.83662    116020.19784   
0.00958        27.79034       -23.86284      0.03248        0.24564        0.45613        -0.14054       -0.08723       708.88458      704.94486      710.84233      0.83378        246.20871      -7841.28637    469927.11947   
0.00893        21.93311       -22.20029      0.03241        0.55724        0.0792         0.20821        -0.54263       641.33112      614.95711      654.10839      0.77713        246.21019      -7836.75036    327161.47314   
0.00612        15.85472       17.92544       0.03238        0.30485        0.40633        0.03742        -0.66111       656.49674      625.30755      671.54499      0.53277        246.21539      -7841.2196     374028.38616   
0.00154        3.04909        -12.61098      0.03235        0.42394        -0.49983       0.74341        -0.23646       581.48511      569.0067       587.62483      0.13384        246.21971      -7843.64772    279544.28953   
0.0058         15.02717       10.40811       0.03239        0.31523        1.48584        -0.40147       -0.15867       668.09486      660.89551      671.66442      0.50482        246.21586      -7842.42756    403337.59931   
0.00485        6.45006        -5.07003       0.03237        0.32348        -0.02814       0.24236        0.70395        502.96504      543.7073       481.30345      0.42203        246.21711      -7844.17877    235071.71259   
0.0065         0.41816        13.87918       0.0323         0.22879        0.82395        0.03065        0.95219        200.17851      312.87287      105.54413      0.56543        246.21481      -7831.0845     41238.07181    
0.00209        4.78751        -25.3619       0.03235        0.3604         0.60293        0.04666        -1.69632       588.87003      493.83535      631.04222      0.18223        246.21946      -7843.2575     251621.89795   
0.00015        0.34276        -29.87083      0.03235        0.82606        -1.11176       1.13584        1.57528        676.97205      744.16855      640.73654      0.01265        246.22         -7843.78139    405880.39334   
0.01042        24.5275        -27.18295      0.03236        1.43861        0.11462        0.17691        -2.03361       590.24122      474.10879      640.42222      0.90662        246.20665      -7825.13626    112150.03201   
0.00665        14.94259       -17.20158      0.03235        1.13586        0.47175        0.01719        -3.93135       521.74257      183.73988      625.64114      0.57864        246.21456      -7837.06321    15265.15816    
0.0094         6.02093        -4.93596       0.03237        0.16872        -1.43067       1.4564         -0.11353       328.73228      317.98924      333.98529      0.81837        246.20912      -7842.19476    84126.96746    
0.00956        17.81285       4.014          0.03235        1.08416        -0.33664       0.54386        -2.00063       513.48432      377.36532      569.44647      0.83245        246.20874      -7831.34403    71579.81683    
0.00853        11.26645       19.54162       0.03236        1.74514        0.01225        0.13857        -1.71361       421.94989      272.62445      479.46505      0.74246        246.21104      -7841.70154    -85404.89443   
0.00584        13.01031       21.56369       0.03235        1.02344        -0.27928       0.36359        -2.42595       560.4444       408.84201      622.5417       0.50869        246.2158       -7838.26039    116532.53937   
0.00559        10.92791       -26.60552      0.03237        0.31289        -0.58423       0.69997        -0.31574       575.25987      558.226        583.58902      0.48642        246.21616      -7842.26577    283327.76737   
0.00483        3.51077        -19.01895      0.03235        0.91139        0.71202        -0.14713       -0.01275       355.23678      354.00897      355.84424      0.42036        246.21713      -7842.57751    15253.43044    
0.0057         5.4624         27.6078        0.03236        0.32622        1.2341         -0.27164       0.16315        414.34811      426.30532      408.23787      0.49652        246.21599      -7843.11159    137153.44343   
0.00562        15.36516       9.68083        0.03236        1.57337        0.28667        0.02581        -0.25514       684.43866      673.07627      690.03976      0.48904        246.21611      -7838.69675    269973.10459   
0.00041        0.61043        4.04298        0.03235        0.27922        0.11264        0.46351        -1.95298       450.62978      290.98261      512.11848      0.03528        246.21998      -7843.76437    110013.99318   
0.00115        2.92995        -11.76296      0.03235        1.19789        0.27211        0.08728        -2.0289        619.4199       510.55459      667.22407      0.09975        246.21984      -7843.54672    176930.95246   
0.00636        8.82602        -7.23361       0.03236        0.78488        -0.91805       1.00089        0.21002        498.01407      510.57759      491.60759      0.55356        246.21502      -7841.10457    159185.56424   
0.00052        0.06931        10.06144       0.03235        1.40963        -0.67042       0.71714        0.04937        156.70061      165.99273      151.84535      0.04556        246.21997      -7844.37877    -144861.2611   
0.01114        10.24156       -25.1911       0.03236        1.1485         -0.2842        0.56899        -1.39679       343.05381      180.85094      400.21036      0.96998        246.20471      -7841.93815    -64051.80022   
0.00891        15.61676       -23.12573      0.03237        0.25402        -0.95088       1.15215        -2.00837       494.39608      349.91719      552.63954      0.77525        246.21024      -7834.94822    152624.20675   
0.01143        4.18101        7.02263        0.03238        0.33253        0.27869        0.09722        0.63263        287.83076      348.23774      252.26971      0.99525        246.20391      -7845.42111    61735.73821    
0.00801        20.02975       -4.42905       0.03239        0.7907         1.36963        -0.40044       -0.96176       637.4596       589.91075      659.93722      0.69705        246.21211      -7835.61101    281293.60105   
0.006          11.76875       1.00903        0.03235        0.77441        0.64887        -0.02753       -3.09646       497.40804      244.33516      584.17589      0.52265        246.21556      -7838.65713    59658.7033     
0.00709        10.79893       3.75869        0.0324         1.26532        0.32562        0.06211        2.97525        596.10414      731.92517      514.93111      0.61726        246.21381      -7846.17296    292106.5587    
0.01059        15.05603       -19.38067      0.03244        0.80608        -0.65272       0.8238         1.51783        541.74657      620.68074      497.60919      0.92205        246.20619      -7844.40476    241621.44846   
0.01071        2.08761        26.50492       0.03237        0.64941        -0.65294       0.82384        1.20512        265.47157      379.2231       183.88443      0.93208        246.20589      -7844.89761    28403.55536    
0.00678        6.02385        -29.72429      0.03235        1.07365        0.06443        -0.00353       0.68596        418.95712      465.7152       393.48773      0.59004        246.21434      -7841.05926    66031.11026    
0.00373        1.49846        -16.37523      0.03235        0.5191         -0.46328       0.57353        -0.32341       245.32286      201.27614      264.61025      0.3245         246.21829      -7843.51227    -12592.32072   
0.0102         5.56713        -26.83995      0.0324         0.15764        0.19519        0.44334        0.57388        335.32843      383.32262      308.57148      0.8877         246.2072       -7847.78264    110567.78397   
0.00905        26.03825       0.03028        0.03237        0.75862        0.47227        0.13838        -3.48064       628.71677      429.25632      707.64651      0.78803        246.20991      -7827.27052    197779.25043   
0.01043        13.33308       -18.92841      0.03241        0.66333        0.55545        -0.03426       0.80841        496.97528      543.83715      471.795        0.90829        246.2066       -7841.30458    190935.80385   
0.00306        6.90107        -3.21066       0.03235        0.22508        0.28223        0.00328        -1.16556       597.60266      535.21481      626.4698       0.26651        246.21885      -7842.98494    294499.70419   
0.00718        17.80054       21.5156        0.03242        0.19435        0.219          -0.05869       0.29985        664.01589      677.66779      657.08372      0.62475        246.21366      -7844.08829    426500.15653   
0.00931        20.17037       -2.38049       0.03235        1.23633        0.05074        0.12709        -3.05373       533.64         315.61042      614.26261      0.81016        246.20934      -7830.47273    42286.92788    
0.00455        10.65658       26.36003       0.03236        0.58777        -0.84574       0.9024         -0.91111       616.23266      569.75865      638.1989       0.39648        246.21745      -7841.5614     280914.42758   
0.00491        11.57544       -25.14266      0.03237        0.20251        0.9098         -0.10083       -1.13368       613.01863      554.01098      640.48485      0.42774        246.21703      -7841.80728    316800.90235   
0.00739        2.14816        -7.40906       0.03235        1.33769        0.17384        0.10243        1.2863         299.28063      409.24821      224.9633       0.64371        246.21327      -7844.76227    -33661.17757   
0.00615        8.44522        -6.66996       0.03237        0.60985        0.73869        -0.06492       0.86874        515.04524      563.81302      488.83936      0.53569        246.21534      -7843.32376    217631.21914   
0.00115        0.79913        -17.52639      0.03235        0.57499        0.26952        0.33077        -0.10773       343.84747      334.18399      348.57865      0.09969        246.21984      -7843.71828    45238.24384    
0.00769        8.77255        -24.3003       0.03235        0.82348        0.5242         -0.01039       -1.79456       379.89483      187.96498      445.87518      0.66908        246.21273      -7839.62274    -10020.50513   
0.00237        2.92763        21.59364       0.03235        0.75686        1.49328        -0.48848       -0.65383       442.14346      394.8492       463.98515      0.20608        246.21931      -7843.30067    83929.87347    
0.0038         7.85112        -6.4827        0.03235        0.79813        0.61116        -0.09692       -0.44806       588.29061      564.70586      599.7324       0.33084        246.21822      -7842.3063     235715.63847   
0.00411        6.97859        -25.68269      0.03236        0.1178         -0.04108       0.15525        0.1585         548.14343      556.7357       543.79681      0.35774        246.21792      -7843.89588    290922.35518   
0.00389        6.06485        -2.40665       0.03236        0.38937        -1.34517       1.35843        0.01354        521.2645       522.03676      520.87814      0.3388         246.21814      -7843.21078    224906.98919   
0.00328        6.45453        -3.2334        0.03235        1.5165         0.38781        -0.00399       -1.13554       555.07228      489.13242      585.25925      0.2856         246.21867      -7842.2354     89804.48769    
0.00458        8.29632        28.30117       0.03235        1.21578        -0.01697       0.04835        0.46834        574.36095      598.67439      561.80431      0.3983         246.21742      -7841.7838     196738.73142   
0.00895        14.94656       -24.28676      0.03243        0.56731        0.49745        -0.13945       1.17613        571.18944      630.31958      539.19811      0.77951        246.21013      -7845.01647    292985.57964   
0.00613        14.88671       25.81726       0.03239        0.26321        -0.19239       0.38324        -0.39562       640.72154      621.84432      649.95261      0.534          246.21537      -7841.97167    366685.98821   
0.00125        0.62495        -26.92828      0.03235        0.8663         -0.04539       0.39809        0.30902        310.91579      339.65792      295.49801      0.1085         246.21981      -7843.72983    980.45972      
0.00569        1.09617        -22.34637      0.03236        0.7811         0.21792        0.13383        1.81968        297.79792      445.9389       183.29847      0.49556        246.21601      -7846.05391    49066.09871    
0.0099         1.42344        -25.02485      0.03235        0.39552        -0.22441       0.30695        0.21086        177.28356      209.63846      158.65211      0.86165        246.20794      -7844.02973    -10265.60903   
0.00268        2.45607        -8.40602       0.03235        0.87687        -0.19283       0.42123        -0.56974       376.94794      327.91042      399.21287      0.23359        246.21911      -7843.31388    18488.31885    
0.00324        7.31889        4.97177        0.03235        0.95365        0.09623        0.02466        -2.00777       576.22294      458.61524      626.8024       0.28233        246.21871      -7842.12396    155551.08579   
0.00754        0.99043        -26.40924      0.03248        0.75477        -0.54061       0.59917        -0.0839        142.60286      122.63173      151.81966      0.65611        246.21301      -7876.59063    -73824.34271   
0.00466        13.1112        12.05704       0.03235        0.91346        0.64907        -0.12689       -4.01807       606.49813      352.56803      699.71273      0.40584        246.21732      -7839.31734    135314.17764   
0.00494        14.28309       -1.9451        0.03237        0.55397        0.13768        0.10122        -0.50078       698.5955       676.5022       709.38082      0.43018        246.21699      -7841.64076    405672.63272   
0.00874        9.59563        11.64058       0.03235        1.67705        -0.1205        0.15572        0.78721        463.79936      512.75677      437.24427      0.76044        246.21061      -7837.70298    35681.53638    
0.00193        1.51313        -18.05133      0.03235        0.87667        0.51955        0.13512        -0.11303       364.72859      355.15887      369.41989      0.16807        246.21954      -7843.57052    23287.37956    
0.00076        1.20579        -15.81071      0.03235        1.67407        -0.15672       0.20026        2.07902        582.35164      682.02618      525.47136      0.06619        246.21993      -7843.74426    199167.98502   
0.00842        21.8399        -15.74621      0.03241        0.64807        1.39822        -0.46449       -0.39506       663.10374      644.66612      672.12249      0.73283        246.21128      -7837.35785    349059.89311   
0.00752        6.35615        9.83533        0.03238        0.08411        0.09849        0.19024        0.37131        398.07498      425.48965      383.64078      0.65441        246.21304      -7845.48387    159549.1309    
0.0047         3.90001        7.48395        0.03235        0.6322         1.41084        -0.46276       -0.88097       343.38818      254.05596      380.26053      0.40872        246.21729      -7842.49258    14576.01835    
0.00572        7.14805        -3.68726       0.03235        1.49377        0.08563        0.12773        -0.57186       447.66297      407.07035      466.62754      0.49756        246.21598      -7841.09039    1938.8116      
0.00866        17.90995       25.67062       0.03236        1.05387        -0.51391       0.65326        -2.13485       543.60602      407.80032      600.07197      0.75355        246.21077      -7832.49606    103120.45209   
0.00131        3.06043        24.21291       0.03235        1.02472        -0.69777       0.77764        0.31042        644.3365       658.80264      636.97998      0.11431        246.21979      -7843.62373    300349.18581   
0.00162        2.10531        10.19887       0.03235        0.39973        -0.52528       0.86872        -1.15106       436.80578      347.89941      475.05967      0.14138        246.21968      -7843.56049    107449.70483   
0.00653        16.20852       22.68788       0.03239        0.74736        -0.61902       0.69794        0.13605        660.34812      666.66472      657.16241      0.56874        246.21475      -7840.6718     349627.86041   
0.00529        7.86331        5.15363        0.03237        0.98111        1.13484        -0.33933       2.00019        565.13591      663.81983      508.66397      0.46059        246.21655      -7844.21142    261057.28508   
0.01115        11.1796        -13.94244      0.03244        0.77711        1.03972        -0.27737       1.79365        478.45514      580.91438      417.91501      0.97072        246.20469      -7847.79961    188959.71845   
0.00152        4.19538        -3.0596        0.03235        0.395          0.22559        -0.04788       0.50549        704.18973      725.61843      693.22696      0.13232        246.21972      -7843.76361    463308.97277   
0.00728        6.20408        18.74787       0.03235        1.02739        -0.68484       0.74973        -0.11811       380.4539       371.1037       385.03423      0.63394        246.21347      -7840.58408    16663.34334    
0.00915        9.24747        -6.46119       0.03235        0.95759        -0.42159       0.5689         -0.50912       400.73142      360.06375      419.573        0.79625        246.2097       -7837.67755    29010.16565    
0.00473        10.53299       11.07983       0.03238        0.9584         1.41659        -0.4636        2.31049        676.44122      773.10274      622.5079       0.41193        246.21724      -7844.71718    411422.15489   
0.01038        4.60308        -16.37994      0.03239        1.10654        0.55399        -0.15827       2.30443        383.51353      535.33376      278.08154      0.90333        246.20674      -7846.29749    82670.49002    
0.00285        2.78323        -18.64069      0.03235        0.16153        -0.9315        1.05598        -1.31156       360.93557      225.17933      412.38156      0.24809        246.219        -7843.24588    70904.13554    
0.00036        0.89347        -27.23319      0.03235        1.53978        0.05802        0.18482        -3.57718       567.19887      323.79046      655.85947      0.03148        246.21998      -7843.75902    26581.27484    
0.00181        4.1047         8.78305        0.03235        0.68851        -0.6696        0.89279        -0.88894       606.81835      560.67155      628.62219      0.15743        246.2196       -7843.41002    257809.23209   
0.00387        7.55996        17.50197       0.03235        0.86446        0.16512        0.26637        -3.2586        491.54524      210.08713      583.3973       0.33661        246.21816      -7841.70941    38061.36686    
0.00097        0.02601        -16.82605      0.03235        0.84817        -0.16826       0.22688        1.57538        228.91065      384.56352      68.23143       0.08483        246.21988      -7843.78009    -2694.75116    
0.00637        6.71666        29.12952       0.03238        0.34896        -0.4006        0.63447        0.9599         461.2986       520.74119      428.50155      0.55416        246.21501      -7845.16641    199669.03802   
0.00888        5.93299        1.30407        0.0324         0.33565        1.04743        -0.31743       1.22082        391.52472      476.76213      341.02419      0.77327        246.21029      -7849.08036    149594.21332   
0.00118        0.41322        -7.46197       0.03235        0.8262         0.91454        -0.27651       -0.07413       242.59828      233.1323       247.1954       0.1025         246.21983      -7843.81559    -43573.21902   
0.00037        0.97585        -1.94056       0.03235        1.76942        -0.34309       0.3446         -2.91872       608.84575      440.16706      677.61798      0.03221        246.21998      -7843.75526    67680.43745    
0.00435        3.94954        23.82317       0.03236        0.57383        -0.5363        0.59614        1.18114        440.12307      515.1862       397.30947      0.37908        246.21767      -7844.08001    159985.56848   
0.00782        1.46469        17.57701       0.03235        0.59979        0.18226        0.05588        0.53364        220.86391      285.08197      180.36885      0.68084        246.21247      -7843.37579    -7695.41638    
0.01118        10.68878       24.72949       0.03236        1.59965        -0.24265       0.35516        1.64646        465.14185      562.5121       407.79496      0.97327        246.20461      -7835.84387    72441.6391     
0.0072         8.51098        18.25979       0.03237        0.62413        1.07116        -0.32857       0.38357        466.36769      490.79595      453.65468      0.62657        246.21362      -7841.613      153511.33554   
0.01013        8.43347        1.25135        0.03238        -0.03742       -0.55994       0.75844        -0.65978       353.56707      291.5682       380.80502      0.88145        246.20738      -7841.12967    109537.5016    
0.01104        17.77899       3.87741        0.03246        -0.12424       -0.3698        0.78863        -0.24186       522.62894      508.41804      529.60831      0.96074        246.205        -7845.3596     280854.40419   
0.00875        23.71467       26.65636       0.03243        1.33683        0.52809        -0.11633       1.53981        719.99338      782.26572      686.73086      0.76194        246.21057      -7839.11831    403067.24408   
0.0106         23.20355       -20.4717       0.03236        1.16328        0.10094        -0.00443       -2.23068       559.90859      421.92205      617.40628      0.92275        246.20617      -7825.83932    104709.47539   
0.01075        10.45363       -27.37364      0.0324         0.40368        0.27436        -0.06775       0.45729        428.04729      458.93097      411.73091      0.93548        246.20578      -7842.38779    147969.29493   
0.00747        20.76652       17.31696       0.03242        0.24716        0.30755        0.3275         -0.24752       690.22066      679.34475      695.59447      0.65041        246.21313      -7841.69269    438974.79829   
0.00493        0.86816        17.61189       0.03236        0.2241         -0.21287       0.47361        0.79891        234.29077      321.57945      175.03648      0.42894        246.21701      -7846.31596    51980.20905    
0.00273        2.00465        4.76061        0.03235        1.0428         -0.52457       0.5341         -0.41536       339.31946      299.94912      357.38067      0.23787        246.21908      -7843.51904    -23884.04178   
0.00081        0.79629        -13.06774      0.03235        0.75189        -0.30915       0.44738        1.10553        451.39924      520.3575       412.62078      0.07089        246.21992      -7843.77127    146100.98617   
0.01085        15.3531        0.9017         0.0324         0.71147        0.3513         0.10005        0.36911        507.5415       529.10791      496.39287      0.94433        246.20551      -7837.59674    182503.46848   
0.00993        26.76214       -21.52835      0.03237        1.03503        0.6027         -0.14939       -2.7389        621.37203      468.84739      684.98303      0.86461        246.20786      -7825.00227    177455.69416   
0.00169        2.55626        -28.777        0.03235        -0.05858       -0.42121       0.60874        -0.30919       503.27594      484.24226      512.52799      0.1475         246.21965      -7843.77751    250990.88731   
0.0085         13.84974       25.5178        0.03242        0.83084        0.0697         0.0735         1.86463        583.35428      673.45241      532.62016      0.73968        246.21111      -7845.79581    296176.21521   
0.00468        9.77598        -20.02011      0.03236        1.13988        -0.50848       0.70625        1.25821        634.11137      691.56806      603.33229      0.40709        246.21731      -7842.61496    301970.87329   
0.00453        11.07712       16.54836       0.03236        0.58005        -0.17274       0.21216        -1.64959       612.77698      524.94084      652.26972      0.39456        246.21747      -7840.98566    255196.42325   
0.00979        16.63354       -8.97557       0.03244        1.07641        0.65071        -0.09319       2.14315        600.59834      700.36437      543.89276      0.85239        246.2082       -7844.90093    295093.37997   
0.01101        25.88765       2.97989        0.03238        0.71257        -0.35779       0.55544        -2.24932       584.05628      452.50981      639.73618      0.95859        246.20507      -7824.7272     186531.63365   
0.00332        8.98268        22.01345       0.03236        1.10435        0.1883         0.20846        0.85367        704.91307      740.76042      686.28605      0.28903        246.21864      -7842.97259    388911.76071   
0.00232        3.27681        -8.95898       0.03235        0.39362        0.18922        0.04666        -0.20909       489.64185      476.49801      496.0826       0.20181        246.21934      -7843.51423    185673.41429   
0.00718        18.28165       20.26058       0.03241        0.77799        0.42123        0.04547        1.04783        689.45868      734.168        665.97674      0.62462        246.21366      -7842.62601    412838.86815   
0.00124        3.22913        -11.82952      0.03235        0.73939        -0.13506       0.31682        -0.329         664.99527      649.81328      672.4575       0.10823        246.21981      -7843.63227    342587.78226   
0.01058        18.86304       -8.55175       0.03237        1.18472        0.67856        -0.19619       -0.50052       543.35608      514.56059      557.1637       0.92101        246.20622      -7830.3254     136355.54761   
0.01102        14.3477        -7.75117       0.03236        1.05645        -0.83458       0.88134        -0.19321       469.82516      457.05759      476.0559       0.95967        246.20504      -7832.75342    86724.16335    
0.00905        18.13588       -24.61324      0.03235        1.56512        -0.39461       0.41214        -1.28478       556.68739      481.41281      590.71117      0.78794        246.20991      -7831.78472    81062.74142    
0.00802        19.60398       4.08131        0.03242        0.15947        0.4467         0.24632        -0.45481       641.72183      619.87547      652.37036      0.69813        246.21208      -7841.25919    378675.5641    
0.00141        3.38975        14.78258       0.03235        1.02719        1.04664        -0.27049       -0.2952        640.3759       626.26361      647.31625      0.12261        246.21976      -7843.54599    276598.14076   
0.00454        3.12337        17.62983       0.03235        0.36101        0.98839        -0.14505       -0.93084       302.51839      187.53672      345.96192      0.39536        246.21746      -7842.76077    19570.74624    
0.00951        15.46362       23.3399        0.0324         0.37874        0.28909        0.17798        -0.21298       525.94948      513.73214      531.94664      0.82792        246.20886      -7839.33629    224338.69388   
0.00452        12.17139       28.37556       0.03236        0.42812        -0.77259       0.86835        -2.26195       632.51663      512.90923      684.52378      0.39363        246.21748      -7840.69128    279663.954     
0.00674        15.93459       1.35635        0.03238        0.4464         0.51593        -0.12789       -1.07854       615.51726      559.88615      641.51846      0.58681        246.21441      -7839.1345     292034.59344   
0.00914        18.29276       1.43235        0.03235        1.04438        -0.28212       0.38089        -2.68437       516.98769      323.3292       590.43631      0.79521        246.20973      -7831.67685    59277.38798    
0.00259        6.07389        26.55382       0.03235        0.01253        -0.52156       0.78375        -0.39602       630.12946      610.83853      639.55707      0.22504        246.21918      -7843.66936    383572.5923    
0.01064        29.54311       -16.2093       0.03245        0.58875        0.84158        -0.23692       -0.79245       677.93985      641.35782      695.49092      0.92584        246.20607      -7831.86122    364064.79588   
0.01055        13.85601       29.11661       0.03243        0.52789        0.30737        0.18785        0.95163        507.3771       561.61498      477.95846      0.9187         246.20629      -7844.34926    222404.35403   
0.00371        1.12359        4.85905        0.03235        0.42675        0.56276        0.01531        0.89012        282.40518      365.69526      229.70262      0.3227         246.21831      -7844.06658    54999.69921    
0.00723        18.91695       -5.67053       0.03235        1.39472        -0.65805       0.67605        -3.59205       588.52883      358.53735      674.72343      0.62978        246.21356      -7833.92159    68348.44859    
0.00817        9.491          -17.74236      0.03236        1.38714        -0.20004       0.32865        0.7964         475.87586      523.99285      449.8736       0.71099        246.21179      -7838.47854    82326.90172    
0.00757        6.12598        1.31754        0.03235        0.71684        -0.44714       0.52938        -0.07588       372.24368      366.01417      375.31027      0.65911        246.21294      -7840.52858    49349.84054    
0.00237        4.73771        6.5349         0.03235        0.44489        -0.46037       0.73483        1.05701        616.34855      666.3179       589.77885      0.20643        246.21931      -7843.92005    357989.28025   
0.00407        7.13652        11.53387       0.03237        0.43493        0.415          0.18697        1.28934        586.69737      649.93968      552.36937      0.35448        246.21796      -7844.52375    330580.37385   
0.00735        15.43503       24.57459       0.03241        0.4802         -0.58505       0.61201        0.92723        627.58062      670.99366      604.70799      0.6396         246.21335      -7844.31989    363812.81744   
0.00896        6.00021        -5.36173       0.03238        0.68897        1.53364        -0.48631       1.33795        396.37566      488.02056      341.45159      0.78021        246.21011      -7844.61048    114098.71485   
